date,open,high,low,close,volume,timestamp
2023-02-17 07:00:00+00:00,23673.0,23792.1,23629.2,23636.0,18247.061999999998,1676617200000
2023-02-17 08:00:00+00:00,23635.9,23824.7,23520.0,23804.7,30751.229,1676620800000
2023-02-17 09:00:00+00:00,23804.7,23870.0,23716.5,23749.0,22094.261000000002,1676624400000
2023-02-17 10:00:00+00:00,23749.1,23790.0,23675.2,23757.0,14009.25,1676628000000
2023-02-17 11:00:00+00:00,23757.1,23846.8,23741.0,23792.6,13812.591999999999,1676631600000
2023-02-17 12:00:00+00:00,23792.6,23915.6,23772.0,23869.6,17760.535,1676635200000
2023-02-17 13:00:00+00:00,23869.6,23887.1,23752.4,23781.4,17198.306,1676638800000
2023-02-17 14:00:00+00:00,23781.4,24255.0,23701.1,23865.5,105732.27699999999,1676642400000
2023-02-17 15:00:00+00:00,23865.5,24293.6,23847.0,24131.4,85127.34800000001,1676646000000
2023-02-17 16:00:00+00:00,24131.3,24330.0,23916.0,24090.7,68039.446,1676649600000
2023-02-17 17:00:00+00:00,24090.7,24530.0,24085.1,24301.3,79243.015,1676653200000
2023-02-17 18:00:00+00:00,24301.2,24419.6,24201.0,24362.7,26974.341,1676656800000
2023-02-17 19:00:00+00:00,24362.7,24562.9,24240.0,24526.7,30813.384,1676660400000
2023-02-17 20:00:00+00:00,24526.8,25043.2,24518.5,24835.2,88644.087,1676664000000
2023-02-17 21:00:00+00:00,24835.2,24849.2,24424.4,24485.1,32405.433999999997,1676667600000
2023-02-17 22:00:00+00:00,24483.7,24750.0,24031.1,24683.3,79286.671,1676671200000
2023-02-17 23:00:00+00:00,24683.3,24749.9,24520.0,24581.5,25482.307,1676674800000
2023-02-18 00:00:00+00:00,24581.3,24799.2,24546.7,24638.1,19613.31,1676678400000
2023-02-18 01:00:00+00:00,24638.1,24697.4,24580.8,24669.3,11756.038,1676682000000
2023-02-18 02:00:00+00:00,24669.4,24681.5,24502.6,24562.9,9987.134,1676685600000
2023-02-18 03:00:00+00:00,24562.9,24649.9,24537.0,24619.9,9402.625,1676689200000
2023-02-18 04:00:00+00:00,24619.9,24663.9,24600.8,24632.4,6962.988,1676692800000
2023-02-18 05:00:00+00:00,24632.4,24652.0,24600.1,24649.8,4890.977,1676696400000
2023-02-18 06:00:00+00:00,24649.8,24684.8,24613.3,24630.0,6261.321,1676700000000
2023-02-18 07:00:00+00:00,24630.0,24630.0,24430.6,24522.8,16230.639,1676703600000
2023-02-18 08:00:00+00:00,24522.7,24614.0,24463.5,24591.3,11746.931,1676707200000
2023-02-18 09:00:00+00:00,24591.3,24598.6,24546.0,24560.0,5342.565,1676710800000
2023-02-18 10:00:00+00:00,24560.1,24569.2,24458.5,24462.8,9467.741,1676714400000
2023-02-18 11:00:00+00:00,24462.8,24560.1,24436.4,24525.6,10328.892,1676718000000
2023-02-18 12:00:00+00:00,24525.7,24657.2,24494.4,24624.5,14899.982,1676721600000
2023-02-18 13:00:00+00:00,24624.6,24648.4,24560.4,24587.8,8746.658000000001,1676725200000
2023-02-18 14:00:00+00:00,24587.9,24750.0,24538.2,24699.0,17200.155,1676728800000
2023-02-18 15:00:00+00:00,24699.1,24731.9,24632.8,24670.0,14687.34,1676732400000
2023-02-18 16:00:00+00:00,24670.0,24699.7,24641.4,24650.5,8694.094000000001,1676736000000
2023-02-18 17:00:00+00:00,24650.5,24720.0,24573.5,24694.1,13114.325,1676739600000
2023-02-18 18:00:00+00:00,24694.1,24887.5,24645.3,24713.8,28775.055,1676743200000
2023-02-18 19:00:00+00:00,24713.7,24736.8,24564.0,24610.1,10710.068000000001,1676746800000
2023-02-18 20:00:00+00:00,24610.0,24629.8,24516.7,24597.5,10289.634,1676750400000
2023-02-18 21:00:00+00:00,24597.5,24645.0,24586.4,24621.7,4449.696,1676754000000
2023-02-18 22:00:00+00:00,24621.7,24673.4,24601.6,24630.5,4658.925,1676757600000
2023-02-18 23:00:00+00:00,24630.4,24669.8,24621.7,24636.9,3338.4629999999997,1676761200000
2023-02-19 00:00:00+00:00,24636.8,24777.0,24626.5,24743.9,9526.752,1676764800000
2023-02-19 01:00:00+00:00,24743.8,24774.9,24639.5,24714.1,10913.618999999999,1676768400000
2023-02-19 02:00:00+00:00,24714.0,24738.7,24672.6,24690.1,5008.905,1676772000000
2023-02-19 03:00:00+00:00,24690.1,24714.4,24662.6,24687.0,3556.775,1676775600000
2023-02-19 04:00:00+00:00,24687.0,24738.0,24678.9,24720.2,5468.547,1676779200000
2023-02-19 05:00:00+00:00,24720.3,24867.6,24712.1,24766.2,23153.679,1676782800000
2023-02-19 06:00:00+00:00,24766.2,24767.5,24608.0,24629.8,15992.185,1676786400000
2023-02-19 07:00:00+00:00,24629.9,24663.4,24553.6,24576.7,14447.556,1676790000000
2023-02-19 08:00:00+00:00,24576.6,24626.7,24556.9,24565.5,8263.419,1676793600000
2023-02-19 09:00:00+00:00,24565.5,24627.6,24565.4,24598.2,7205.971,1676797200000
2023-02-19 10:00:00+00:00,24598.2,24687.4,24578.3,24654.2,11720.542,1676800800000
2023-02-19 11:00:00+00:00,24654.2,24710.4,24646.7,24665.4,7774.409000000001,1676804400000
2023-02-19 12:00:00+00:00,24665.3,24708.6,24655.7,24700.5,8051.566999999999,1676808000000
2023-02-19 13:00:00+00:00,24700.4,24718.7,24666.0,24666.0,8059.609,1676811600000
2023-02-19 14:00:00+00:00,24666.1,24810.6,24665.9,24755.5,18647.029,1676815200000
2023-02-19 15:00:00+00:00,24755.6,25073.5,24737.8,24929.7,68526.061,1676818800000
2023-02-19 16:00:00+00:00,24929.7,25200.0,24650.0,24781.1,90883.079,1676822400000
2023-02-19 17:00:00+00:00,24781.1,24811.9,24310.0,24353.4,89531.55900000001,1676826000000
2023-02-19 18:00:00+00:00,24353.6,24527.4,24259.2,24459.0,36566.395,1676829600000
2023-02-19 19:00:00+00:00,24459.0,24562.4,24451.2,24512.5,18549.442,1676833200000
2023-02-19 20:00:00+00:00,24512.5,24525.8,24242.4,24516.7,36502.199,1676836800000
2023-02-19 21:00:00+00:00,24516.6,24578.4,24474.4,24536.7,12992.33,1676840400000
2023-02-19 22:00:00+00:00,24536.8,24559.9,24442.5,24488.4,7985.217,1676844000000
2023-02-19 23:00:00+00:00,24488.5,24488.5,24179.4,24265.9,24179.782000000003,1676847600000
2023-02-20 00:00:00+00:00,24265.9,24409.7,24136.8,24208.1,26764.097,1676851200000
2023-02-20 01:00:00+00:00,24208.0,24290.4,23827.0,24231.0,64217.327000000005,1676854800000
2023-02-20 02:00:00+00:00,24231.0,24380.4,24156.0,24341.6,21582.616,1676858400000
2023-02-20 03:00:00+00:00,24341.5,24471.1,24310.1,24414.9,15420.776000000002,1676862000000
2023-02-20 04:00:00+00:00,24414.9,24555.5,24398.7,24482.4,17022.034,1676865600000
2023-02-20 05:00:00+00:00,24482.3,24506.3,24420.0,24491.8,9224.836,1676869200000
2023-02-20 06:00:00+00:00,24491.8,24535.0,24422.0,24500.1,13200.098999999998,1676872800000
2023-02-20 07:00:00+00:00,24500.2,24539.8,24449.9,24500.1,11051.595,1676876400000
2023-02-20 08:00:00+00:00,24500.1,24570.0,24400.0,24455.6,16235.42,1676880000000
2023-02-20 09:00:00+00:00,24455.6,24953.1,24361.2,24884.7,56511.114,1676883600000
2023-02-20 10:00:00+00:00,24884.7,24990.0,24766.1,24918.8,51752.986,1676887200000
2023-02-20 11:00:00+00:00,24918.8,24966.1,24703.0,24895.9,34939.365,1676890800000
2023-02-20 12:00:00+00:00,24896.0,24926.0,24720.2,24819.2,24861.816000000003,1676894400000
2023-02-20 13:00:00+00:00,24819.2,24935.4,24804.2,24856.7,18238.048,1676898000000
2023-02-20 14:00:00+00:00,24856.8,25140.0,24774.5,24974.3,78303.793,1676901600000
2023-02-20 15:00:00+00:00,24974.2,25112.1,24850.3,24944.6,45941.695,1676905200000
2023-02-20 16:00:00+00:00,24944.7,24955.1,24585.1,24889.9,59535.155999999995,1676908800000
2023-02-20 17:00:00+00:00,24889.9,24913.9,24760.0,24812.6,21075.04,1676912400000
2023-02-20 18:00:00+00:00,24812.7,24844.5,24745.1,24822.0,12029.825,1676916000000
2023-02-20 19:00:00+00:00,24822.0,24887.7,24805.0,24878.5,9614.253,1676919600000
2023-02-20 20:00:00+00:00,24878.4,24891.5,24774.0,24807.3,9932.556,1676923200000
2023-02-20 21:00:00+00:00,24807.3,24833.7,24754.0,24769.9,7211.139,1676926800000
2023-02-20 22:00:00+00:00,24770.0,24784.4,24651.2,24704.7,11933.338,1676930400000
2023-02-20 23:00:00+00:00,24704.7,24857.7,24699.1,24849.9,9802.148000000001,1676934000000
2023-02-21 00:00:00+00:00,24849.9,24951.3,24787.2,24860.9,13007.363000000001,1676937600000
2023-02-21 01:00:00+00:00,24860.9,24940.0,24805.8,24870.0,10728.981000000002,1676941200000
2023-02-21 02:00:00+00:00,24869.9,25120.0,24861.3,24917.7,34401.375,1676944800000
2023-02-21 03:00:00+00:00,24917.6,25019.0,24853.0,24926.2,18542.148,1676948400000
2023-02-21 04:00:00+00:00,24926.2,24946.6,24855.2,24902.6,9225.609,1676952000000
2023-02-21 05:00:00+00:00,24902.7,24966.8,24872.1,24948.9,7098.326,1676955600000
2023-02-21 06:00:00+00:00,24948.8,25050.0,24926.5,25038.6,13902.933,1676959200000
2023-02-21 07:00:00+00:00,25038.6,25053.9,24938.7,25004.6,16531.263,1676962800000
2023-02-21 08:00:00+00:00,25004.6,25347.6,24619.0,24684.3,122550.77699999999,1676966400000
2023-02-21 09:00:00+00:00,24684.4,24833.2,24525.0,24797.5,52480.37,1676970000000
2023-02-21 10:00:00+00:00,24797.4,24804.3,24670.2,24699.6,18658.016,1676973600000
2023-02-21 11:00:00+00:00,24699.6,24756.4,24555.0,24572.6,24155.301,1676977200000
2023-02-21 12:00:00+00:00,24572.6,24663.0,24474.8,24634.1,36152.341,1676980800000
2023-02-21 13:00:00+00:00,24634.1,24699.0,24505.6,24568.6,23145.117000000002,1676984400000
2023-02-21 14:00:00+00:00,24568.6,24786.6,24550.2,24686.4,36095.214,1676988000000
2023-02-21 15:00:00+00:00,24686.3,24724.6,24388.0,24554.0,46178.865,1676991600000
2023-02-21 16:00:00+00:00,24554.0,24585.6,24267.2,24396.7,55118.795999999995,1676995200000
2023-02-21 17:00:00+00:00,24396.8,24663.7,24366.2,24656.3,27396.532000000003,1676998800000
2023-02-21 18:00:00+00:00,24656.3,24745.0,24561.4,24685.7,39920.084,1677002400000
2023-02-21 19:00:00+00:00,24685.7,24697.7,24550.0,24607.7,18313.474,1677006000000
2023-02-21 20:00:00+00:00,24607.7,24640.2,24426.0,24468.1,20532.736,1677009600000
2023-02-21 21:00:00+00:00,24468.1,24538.4,24150.0,24195.2,53760.09099999999,1677013200000
2023-02-21 22:00:00+00:00,24195.3,24419.8,24150.2,24378.9,20568.505,1677016800000
2023-02-21 23:00:00+00:00,24379.0,24445.0,24330.0,24443.4,10826.358,1677020400000
2023-02-22 00:00:00+00:00,24443.3,24468.5,24259.2,24410.0,17544.873,1677024000000
2023-02-22 01:00:00+00:00,24410.0,24434.5,24088.0,24173.1,27178.416,1677027600000
2023-02-22 02:00:00+00:00,24173.1,24190.0,23851.5,24164.9,63528.09099999999,1677031200000
2023-02-22 03:00:00+00:00,24165.0,24262.7,24116.0,24198.8,20073.476000000002,1677034800000
2023-02-22 04:00:00+00:00,24198.7,24220.2,24022.9,24155.7,20880.582,1677038400000
2023-02-22 05:00:00+00:00,24155.4,24167.2,23985.0,24104.4,18729.791,1677042000000
2023-02-22 06:00:00+00:00,24104.2,24126.0,23925.5,23948.1,21557.81,1677045600000
2023-02-22 07:00:00+00:00,23948.4,24100.0,23927.9,24059.6,23373.465,1677049200000
2023-02-22 08:00:00+00:00,24059.5,24067.0,23855.3,23963.0,29815.251,1677052800000
2023-02-22 09:00:00+00:00,23963.0,24167.9,23940.5,24105.6,28119.914,1677056400000
2023-02-22 10:00:00+00:00,24105.5,24195.0,24078.9,24178.1,15744.293,1677060000000
2023-02-22 11:00:00+00:00,24178.2,24215.9,24040.4,24156.4,19569.37,1677063600000
2023-02-22 12:00:00+00:00,24156.4,24231.7,24083.0,24128.3,18123.939,1677067200000
2023-02-22 13:00:00+00:00,24128.4,24144.2,23947.7,24104.3,32578.11,1677070800000
2023-02-22 14:00:00+00:00,24104.2,24109.9,23900.0,23927.7,39653.35,1677074400000
2023-02-22 15:00:00+00:00,23927.8,23998.8,23621.0,23707.8,94676.616,1677078000000
2023-02-22 16:00:00+00:00,23707.5,23755.3,23572.0,23627.9,42308.043,1677081600000
2023-02-22 17:00:00+00:00,23627.9,23776.6,23580.4,23738.3,25653.132,1677085200000
2023-02-22 18:00:00+00:00,23738.3,23826.9,23712.6,23728.7,19015.316000000003,1677088800000
2023-02-22 19:00:00+00:00,23728.7,23970.0,23640.0,23781.7,70282.307,1677092400000
2023-02-22 20:00:00+00:00,23781.7,23869.9,23730.0,23792.8,16115.83,1677096000000
2023-02-22 21:00:00+00:00,23792.8,23838.0,23730.0,23795.3,10973.692,1677099600000
2023-02-22 22:00:00+00:00,23795.4,24098.4,23772.8,24092.9,25705.499,1677103200000
2023-02-22 23:00:00+00:00,24093.0,24209.6,24072.1,24171.3,29212.935,1677106800000
2023-02-23 00:00:00+00:00,24171.3,24240.0,24115.0,24118.0,17557.234,1677110400000
2023-02-23 01:00:00+00:00,24117.9,24198.8,24117.9,24180.9,9269.025,1677114000000
2023-02-23 02:00:00+00:00,24180.9,24587.9,24154.1,24520.1,53559.723,1677117600000
2023-02-23 03:00:00+00:00,24520.0,24588.0,24422.1,24444.3,24760.862,1677121200000
2023-02-23 04:00:00+00:00,24444.3,24516.0,24411.1,24510.3,12743.069,1677124800000
2023-02-23 05:00:00+00:00,24510.2,24513.4,24339.0,24383.1,17589.158,1677128400000
2023-02-23 06:00:00+00:00,24383.1,24404.0,24301.1,24377.5,12034.258999999998,1677132000000
2023-02-23 07:00:00+00:00,24377.5,24421.0,24352.4,24365.3,10766.883999999998,1677135600000
2023-02-23 08:00:00+00:00,24365.2,24483.0,24356.2,24398.7,16303.345,1677139200000
2023-02-23 09:00:00+00:00,24398.6,24459.9,24257.0,24274.6,16865.988999999998,1677142800000
2023-02-23 10:00:00+00:00,24274.6,24300.0,24193.0,24245.1,23036.565,1677146400000
2023-02-23 11:00:00+00:00,24245.1,24259.1,23630.0,23767.6,103548.73,1677150000000
2023-02-23 12:00:00+00:00,23767.6,23994.5,23590.0,23900.5,60877.352999999996,1677153600000
2023-02-23 13:00:00+00:00,23900.4,24215.0,23830.0,24001.2,95865.554,1677157200000
2023-02-23 14:00:00+00:00,24001.3,24150.0,23901.1,23997.3,50991.812999999995,1677160800000
2023-02-23 15:00:00+00:00,23997.4,24058.1,23850.0,23940.0,38918.948,1677164400000
2023-02-23 16:00:00+00:00,23940.0,23998.4,23736.0,23749.2,34095.905,1677168000000
2023-02-23 17:00:00+00:00,23749.2,23974.0,23730.0,23827.7,40004.337,1677171600000
2023-02-23 18:00:00+00:00,23827.6,23892.9,23711.5,23848.4,25639.129,1677175200000
2023-02-23 19:00:00+00:00,23848.4,24047.4,23826.5,23962.2,26712.509,1677178800000
2023-02-23 20:00:00+00:00,23962.3,24061.6,23890.0,23933.3,17992.447,1677182400000
2023-02-23 21:00:00+00:00,23933.2,24006.6,23852.0,23859.8,10366.318000000001,1677186000000
2023-02-23 22:00:00+00:00,23859.8,23891.9,23750.0,23853.4,19317.701,1677189600000
2023-02-23 23:00:00+00:00,23853.4,23946.6,23810.4,23928.8,12522.556999999999,1677193200000
2023-02-24 00:00:00+00:00,23928.7,24017.2,23879.0,23946.2,15947.221000000001,1677196800000
2023-02-24 01:00:00+00:00,23946.3,24138.6,23946.2,23992.7,23679.035,1677200400000
2023-02-24 02:00:00+00:00,23992.7,24017.8,23894.8,23932.0,13868.403999999999,1677204000000
2023-02-24 03:00:00+00:00,23932.0,23984.1,23915.0,23945.1,6007.755,1677207600000
2023-02-24 04:00:00+00:00,23945.1,23974.6,23908.8,23928.5,5793.763000000001,1677211200000
2023-02-24 05:00:00+00:00,23928.6,23934.0,23837.2,23887.6,13404.399,1677214800000
2023-02-24 06:00:00+00:00,23887.7,23900.9,23754.0,23880.8,21422.575,1677218400000
2023-02-24 07:00:00+00:00,23880.8,23891.5,23755.5,23821.5,14780.008999999998,1677222000000
2023-02-24 08:00:00+00:00,23821.6,23970.0,23741.5,23891.3,28296.404,1677225600000
2023-02-24 09:00:00+00:00,23891.4,23924.4,23795.8,23820.5,11876.295,1677229200000
2023-02-24 10:00:00+00:00,23820.4,23875.3,23770.0,23853.2,11094.648000000001,1677232800000
2023-02-24 11:00:00+00:00,23853.2,23888.7,23823.6,23876.4,9015.902,1677236400000
2023-02-24 12:00:00+00:00,23876.3,24029.3,23851.0,23875.9,27487.412,1677240000000
2023-02-24 13:00:00+00:00,23875.9,23984.1,23650.9,23770.0,56281.320999999996,1677243600000
2023-02-24 14:00:00+00:00,23770.1,23850.0,23668.8,23800.1,35523.602999999996,1677247200000
2023-02-24 15:00:00+00:00,23800.0,23831.5,23310.5,23337.2,112428.931,1677250800000
2023-02-24 16:00:00+00:00,23337.1,23339.3,22915.0,23179.8,128342.388,1677254400000
2023-02-24 17:00:00+00:00,23179.9,23181.0,23005.7,23052.9,31015.912999999997,1677258000000
2023-02-24 18:00:00+00:00,23052.9,23136.6,22996.7,23074.5,22716.214,1677261600000
2023-02-24 19:00:00+00:00,23074.5,23179.7,22800.0,23172.3,53013.457,1677265200000
2023-02-24 20:00:00+00:00,23172.3,23333.0,23138.8,23205.2,46456.835999999996,1677268800000
2023-02-24 21:00:00+00:00,23205.2,23228.3,23055.7,23092.3,13782.865,1677272400000
2023-02-24 22:00:00+00:00,23092.3,23163.9,22966.0,23110.0,17347.596999999998,1677276000000
2023-02-24 23:00:00+00:00,23110.0,23197.7,23018.1,23175.6,11994.995,1677279600000
2023-02-25 00:00:00+00:00,23175.5,23191.8,23100.0,23158.7,8500.319,1677283200000
2023-02-25 01:00:00+00:00,23158.6,23196.0,23122.7,23171.4,5193.307,1677286800000
2023-02-25 02:00:00+00:00,23171.4,23210.5,23038.7,23075.5,11525.777,1677290400000
2023-02-25 03:00:00+00:00,23075.5,23119.0,23032.0,23064.9,7393.446999999999,1677294000000
2023-02-25 04:00:00+00:00,23064.9,23119.1,23045.4,23117.8,6314.689,1677297600000
2023-02-25 05:00:00+00:00,23117.7,23118.1,23010.1,23030.2,9792.078000000001,1677301200000
2023-02-25 06:00:00+00:00,23030.2,23089.6,23030.2,23079.9,5393.597,1677304800000
2023-02-25 07:00:00+00:00,23079.9,23112.3,23058.1,23108.7,5413.811,1677308400000
2023-02-25 08:00:00+00:00,23108.7,23147.6,23083.8,23086.7,9142.426,1677312000000
2023-02-25 09:00:00+00:00,23086.8,23110.0,22978.5,23046.0,16466.381999999998,1677315600000
2023-02-25 10:00:00+00:00,23045.9,23053.2,22912.0,22915.0,18953.367,1677319200000
2023-02-25 11:00:00+00:00,22915.0,23003.7,22897.4,22974.0,15385.075,1677322800000
2023-02-25 12:00:00+00:00,22973.9,23013.3,22845.6,23007.2,25804.591,1677326400000
2023-02-25 13:00:00+00:00,23007.3,23075.0,22980.0,22991.7,17877.964,1677330000000
2023-02-25 14:00:00+00:00,22991.6,23038.4,22963.6,22990.5,10251.143,1677333600000
2023-02-25 15:00:00+00:00,22990.4,23023.0,22960.1,22996.4,7341.2880000000005,1677337200000
2023-02-25 16:00:00+00:00,22996.4,23078.7,22983.2,23002.2,13497.523000000001,1677340800000
2023-02-25 17:00:00+00:00,23002.2,23041.5,22992.6,23034.2,7722.451999999999,1677344400000
2023-02-25 18:00:00+00:00,23034.2,23041.0,22959.1,22969.9,10398.225,1677348000000
2023-02-25 19:00:00+00:00,22969.9,23009.0,22905.0,22975.7,15041.341,1677351600000
2023-02-25 20:00:00+00:00,22975.7,22986.9,22700.0,22916.3,35273.604,1677355200000
2023-02-25 21:00:00+00:00,22916.3,22953.8,22837.1,22927.1,15626.103000000001,1677358800000
2023-02-25 22:00:00+00:00,22927.2,23165.4,22897.1,23109.9,20686.539,1677362400000
2023-02-25 23:00:00+00:00,23109.9,23176.1,23089.5,23146.2,11800.6,1677366000000
2023-02-26 00:00:00+00:00,23146.2,23151.3,23070.0,23088.1,8304.327,1677369600000
2023-02-26 01:00:00+00:00,23088.1,23115.6,23055.5,23103.5,5364.819,1677373200000
2023-02-26 02:00:00+00:00,23103.5,23238.0,23050.0,23226.4,13828.708,1677376800000
2023-02-26 03:00:00+00:00,23226.4,23243.2,23170.5,23201.8,10854.468,1677380400000
2023-02-26 04:00:00+00:00,23201.8,23217.8,23140.0,23180.3,8856.617,1677384000000
2023-02-26 05:00:00+00:00,23180.2,23190.1,23114.0,23114.0,6458.951,1677387600000
2023-02-26 06:00:00+00:00,23114.0,23163.3,23077.2,23158.7,8484.054,1677391200000
2023-02-26 07:00:00+00:00,23158.7,23199.0,23127.5,23142.7,7691.557,1677394800000
2023-02-26 08:00:00+00:00,23142.8,23163.0,23102.8,23142.7,6192.398,1677398400000
2023-02-26 09:00:00+00:00,23142.8,23286.5,23142.7,23268.3,20544.685,1677402000000
2023-02-26 10:00:00+00:00,23268.2,23269.5,23200.3,23227.0,8599.829,1677405600000
2023-02-26 11:00:00+00:00,23227.0,23250.0,23189.1,23244.2,6855.289000000001,1677409200000
2023-02-26 12:00:00+00:00,23244.2,23273.4,23115.4,23151.9,17342.345,1677412800000
2023-02-26 13:00:00+00:00,23152.0,23208.0,23125.3,23203.5,8064.607,1677416400000
2023-02-26 14:00:00+00:00,23203.6,23332.4,23170.4,23182.8,27893.996,1677420000000
2023-02-26 15:00:00+00:00,23182.9,23241.0,23168.0,23239.7,10201.894,1677423600000
2023-02-26 16:00:00+00:00,23239.8,23246.4,23154.0,23175.6,9938.655999999999,1677427200000
2023-02-26 17:00:00+00:00,23175.6,23237.6,23130.0,23232.0,9396.277,1677430800000
2023-02-26 18:00:00+00:00,23232.0,23533.0,23212.0,23480.8,47700.924000000006,1677434400000
2023-02-26 19:00:00+00:00,23480.8,23533.0,23361.0,23491.0,26706.425,1677438000000
2023-02-26 20:00:00+00:00,23491.0,23675.0,23451.3,23627.1,34463.327000000005,1677441600000
2023-02-26 21:00:00+00:00,23627.0,23640.0,23537.2,23548.3,13570.169,1677445200000
2023-02-26 22:00:00+00:00,23548.3,23586.8,23310.0,23469.2,30706.958,1677448800000
2023-02-26 23:00:00+00:00,23469.2,23627.6,23444.1,23545.3,23373.776,1677452400000
2023-02-27 00:00:00+00:00,23545.2,23553.4,23441.6,23482.3,11903.812,1677456000000
2023-02-27 01:00:00+00:00,23482.3,23555.1,23424.4,23544.0,10613.185,1677459600000
2023-02-27 02:00:00+00:00,23544.0,23634.9,23515.0,23547.9,12286.698999999999,1677463200000
2023-02-27 03:00:00+00:00,23547.9,23633.0,23530.8,23541.0,12874.595,1677466800000
2023-02-27 04:00:00+00:00,23541.0,23547.0,23450.4,23480.2,13176.417,1677470400000
2023-02-27 05:00:00+00:00,23480.3,23494.9,23331.0,23377.8,22419.767999999996,1677474000000
2023-02-27 06:00:00+00:00,23377.8,23421.6,23356.6,23393.1,10199.609,1677477600000
2023-02-27 07:00:00+00:00,23393.2,23444.5,23390.9,23411.1,7982.704000000001,1677481200000
2023-02-27 08:00:00+00:00,23411.1,23445.9,23330.0,23348.4,16852.893,1677484800000
2023-02-27 09:00:00+00:00,23348.4,23430.0,23320.0,23379.0,11850.415,1677488400000
2023-02-27 10:00:00+00:00,23378.9,23414.1,23340.4,23370.2,9687.774,1677492000000
2023-02-27 11:00:00+00:00,23370.2,23439.8,23360.2,23420.0,8431.421,1677495600000
2023-02-27 12:00:00+00:00,23419.9,23430.0,23369.1,23394.5,8344.188,1677499200000
2023-02-27 13:00:00+00:00,23394.5,23798.0,23392.2,23696.1,65460.867,1677502800000
2023-02-27 14:00:00+00:00,23696.2,23859.3,23663.2,23790.1,43190.779,1677506400000
2023-02-27 15:00:00+00:00,23790.1,23888.0,23452.2,23546.5,67991.914,1677510000000
2023-02-27 16:00:00+00:00,23546.5,23603.9,23140.0,23380.3,88386.06300000001,1677513600000
2023-02-27 17:00:00+00:00,23380.3,23410.0,23255.5,23321.0,23757.937,1677517200000
2023-02-27 18:00:00+00:00,23320.9,23364.0,23143.4,23276.7,31818.847,1677520800000
2023-02-27 19:00:00+00:00,23276.7,23349.4,23206.0,23262.5,22704.916,1677524400000
2023-02-27 20:00:00+00:00,23262.5,23319.0,23088.0,23310.6,29032.156000000003,1677528000000
2023-02-27 21:00:00+00:00,23310.6,23395.1,23289.2,23371.5,12915.463,1677531600000
2023-02-27 22:00:00+00:00,23371.5,23580.0,23351.0,23470.2,20151.288,1677535200000
2023-02-27 23:00:00+00:00,23470.2,23573.5,23437.5,23480.0,14721.256000000001,1677538800000
2023-02-28 00:00:00+00:00,23480.0,23539.0,23403.4,23411.0,15082.49,1677542400000
2023-02-28 01:00:00+00:00,23411.1,23448.7,23336.0,23420.9,13293.923999999999,1677546000000
2023-02-28 02:00:00+00:00,23420.9,23464.9,23376.4,23431.9,7901.436,1677549600000
2023-02-28 03:00:00+00:00,23432.0,23515.0,23429.5,23454.3,7806.382,1677553200000
2023-02-28 04:00:00+00:00,23454.3,23456.2,23380.0,23402.1,8578.538,1677556800000
2023-02-28 05:00:00+00:00,23402.0,23436.9,23354.5,23365.3,8236.853000000001,1677560400000
2023-02-28 06:00:00+00:00,23365.3,23404.0,23351.6,23380.2,5714.982,1677564000000
